Frame                           Rhelio  Delta  alpha  Amass Filter Exptime MJD    TmagCorr  TmagErr  TmagFinalErr
cpt1m010-fa16-20190902-0315-e91 5.0133 4.0247 2.571 1.626 rp 160 58729.0671205 18.44360 0.016 0.055
lsc1m004-fa03-20190902-0137-e91 5.0132 4.0248 2.573 1.199 rp 159 58729.0759490 18.44970 0.013 0.031
lsc1m004-fa03-20190902-0138-e91 5.0132 4.0248 2.573 1.190 rp 160 58729.0781109 18.45210 0.013 0.030
lsc1m004-fa03-20190902-0139-e91 5.0132 4.0248 2.574 1.182 rp 159 58729.0802803 18.42530 0.013 0.025
lsc1m004-fa03-20190902-0145-e91 5.0132 4.0248 2.578 1.105 rp 159 58729.1045875 18.45910 0.013 0.023
lsc1m004-fa03-20190902-0146-e91 5.0132 4.0248 2.579 1.100 rp 159 58729.1067402 18.45525 0.012 0.024
lsc1m004-fa03-20190902-0147-e91 5.0132 4.0248 2.579 1.095 rp 159 58729.1089048 18.45580 0.012 0.026
lsc1m005-fa15-20190902-0107-e91 5.0132 4.0248 2.579 1.094 rp 159 58729.1093198 18.46805 0.011 0.041
lsc1m005-fa15-20190902-0108-e91 5.0132 4.0249 2.580 1.089 rp 160 58729.1114755 18.48400 0.012 0.036
lsc1m005-fa15-20190902-0109-e91 5.0132 4.0249 2.580 1.085 rp 160 58729.1136359 18.46765 0.011 0.037
lsc1m005-fa15-20190902-0131-e91 5.0132 4.0250 2.589 1.033 rp 159 58729.1565901 18.59100 0.012 0.027
lsc1m005-fa15-20190902-0132-e91 5.0132 4.0250 2.590 1.032 rp 159 58729.1587396 18.55215 0.011 0.027
lsc1m005-fa15-20190902-0133-e91 5.0132 4.0250 2.590 1.031 rp 159 58729.1608983 18.55860 0.012 0.024
lsc1m005-fa15-20190902-0240-e91 5.0131 4.0254 2.621 1.538 rp 160 58729.3128414 18.78760 0.063 0.091
elp1m008-fa05-20190902-0176-e91 5.0130 4.0256 2.630 1.837 rp 159 58729.3544921 18.66940 0.020 0.044
elp1m008-fa05-20190902-0177-e91 5.0130 4.0256 2.630 1.859 rp 159 58729.3566494 18.69060 0.021 0.037
elp1m008-fa05-20190902-0178-e91 5.0130 4.0256 2.631 1.881 rp 159 58729.3587994 18.62270 0.019 0.040
coj1m011-fa12-20190903-0080-e91 5.0130 4.0258 2.644 1.393 rp 160 58729.4296094 18.57635 0.016 0.032
coj1m011-fa12-20190903-0081-e91 5.0130 4.0258 2.644 1.377 rp 159 58729.4317776 18.53215 0.015 0.029
coj1m011-fa12-20190903-0082-e91 5.0130 4.0258 2.645 1.363 rp 160 58729.4339452 18.55480 0.015 0.030
cpt1m013-fa14-20190903-0070-e91 5.0128 4.0267 2.708 1.777 rp 160 58729.7468535 18.77560 0.025 0.050
cpt1m013-fa14-20190903-0071-e91 5.0128 4.0267 2.709 1.748 rp 160 58729.7489980 18.79730 0.025 0.045
cpt1m013-fa14-20190903-0072-e91 5.0128 4.0267 2.709 1.720 rp 160 58729.7511657 18.82640 0.027 0.044
cpt1m012-fa06-20190903-0058-e91 5.0128 4.0267 2.712 1.592 rp 160 58729.7622824 18.78230 0.023 0.052
cpt1m012-fa06-20190903-0059-e91 5.0128 4.0268 2.712 1.569 rp 159 58729.7644383 18.79640 0.022 0.052
cpt1m012-fa06-20190903-0060-e91 5.0128 4.0268 2.712 1.548 rp 159 58729.7665947 18.78570 0.021 0.052
cpt1m013-fa14-20190903-0080-e91 5.0127 4.0268 2.713 1.505 rp 160 58729.7712660 18.77920 0.022 0.079
cpt1m013-fa14-20190903-0081-e91 5.0127 4.0268 2.714 1.486 rp 160 58729.7734219 18.81705 0.024 0.065
cpt1m013-fa14-20190903-0082-e91 5.0127 4.0268 2.714 1.468 rp 160 58729.7755795 18.77320 0.022 0.060
cpt1m013-fa14-20190903-0083-e91 5.0127 4.0268 2.715 1.422 rp 160 58729.7814099 18.78390 0.022 0.068
cpt1m013-fa14-20190903-0084-e91 5.0127 4.0268 2.716 1.406 rp 160 58729.7835773 18.76805 0.022 0.061
cpt1m013-fa14-20190903-0085-e91 5.0127 4.0268 2.716 1.390 rp 160 58729.7857332 18.78720 0.023 0.057
cpt1m013-fa14-20190903-0105-e91 5.0127 4.0270 2.726 1.156 rp 160 58729.8335211 18.68640 0.018 0.056
cpt1m013-fa14-20190903-0106-e91 5.0127 4.0270 2.727 1.149 rp 160 58729.8357002 18.66810 0.018 0.056
cpt1m013-fa14-20190903-0107-e91 5.0127 4.0270 2.727 1.143 rp 160 58729.8378561 18.66095 0.018 0.045
cpt1m013-fa14-20190903-0108-e91 5.0127 4.0270 2.728 1.133 rp 160 58729.8412929 18.62755 0.017 0.042
cpt1m013-fa14-20190903-0109-e91 5.0127 4.0270 2.728 1.127 rp 160 58729.8434490 18.67735 0.018 0.050
cpt1m013-fa14-20190903-0110-e91 5.0127 4.0270 2.728 1.121 rp 160 58729.8456050 18.65340 0.018 0.045
cpt1m013-fa14-20190903-0112-e91 5.0127 4.0270 2.730 1.100 rp 160 58729.8545655 18.60380 0.016 0.054
cpt1m013-fa14-20190903-0113-e91 5.0127 4.0270 2.731 1.095 rp 160 58729.8567330 18.58500 0.016 0.050
cpt1m013-fa14-20190903-0114-e91 5.0127 4.0270 2.731 1.091 rp 160 58729.8589009 18.58290 0.016 0.050
cpt1m010-fa16-20190903-0097-e91 5.0127 4.0271 2.734 1.070 rp 160 58729.8707777 18.57515 0.014 0.058
cpt1m010-fa16-20190903-0098-e91 5.0127 4.0271 2.734 1.067 rp 160 58729.8729477 18.55000 0.014 0.063
cpt1m010-fa16-20190903-0099-e91 5.0127 4.0271 2.735 1.064 rp 160 58729.8751007 18.56295 0.014 0.063
cpt1m013-fa14-20190903-0137-e91 5.0126 4.0272 2.742 1.041 rp 160 58729.9126755 18.50390 0.013 0.099
cpt1m013-fa14-20190903-0138-e91 5.0126 4.0272 2.743 1.041 rp 160 58729.9148199 18.49450 0.014 0.099
cpt1m013-fa14-20190903-0139-e91 5.0126 4.0272 2.743 1.041 rp 160 58729.9169759 18.47180 0.014 0.083
cpt1m013-fa14-20190903-0140-e91 5.0126 4.0272 2.744 1.042 rp 160 58729.9202911 18.48615 0.013 0.092
cpt1m013-fa14-20190903-0141-e91 5.0126 4.0272 2.744 1.043 rp 160 58729.9224359 18.46035 0.013 0.098
cpt1m013-fa14-20190903-0142-e91 5.0126 4.0272 2.745 1.044 rp 160 58729.9246038 18.47000 0.014 0.103
cpt1m013-fa14-20190903-0143-e91 5.0126 4.0272 2.745 1.046 rp 160 58729.9281044 18.47470 0.013 0.103
cpt1m013-fa14-20190903-0144-e91 5.0126 4.0272 2.746 1.047 rp 160 58729.9302497 18.46535 0.013 0.103
cpt1m013-fa14-20190903-0145-e91 5.0126 4.0272 2.746 1.048 rp 160 58729.9324058 18.48245 0.013 0.108
cpt1m013-fa14-20190903-0149-e91 5.0126 4.0273 2.748 1.054 rp 160 58729.9388048 18.47300 0.013 0.116
cpt1m013-fa14-20190903-0165-e91 5.0126 4.0274 2.754 1.103 rp 160 58729.9699167 18.40520 0.013 0.037
cpt1m013-fa14-20190903-0166-e91 5.0126 4.0274 2.755 1.108 rp 160 58729.9720726 18.37710 0.013 0.045
cpt1m013-fa14-20190903-0167-e91 5.0126 4.0274 2.755 1.113 rp 160 58729.9742170 18.36280 0.013 0.042
lsc1m004-fa03-20190903-0147-e91 5.0125 4.0278 2.781 1.098 rp 159 58730.1046273 18.58610 0.015 0.031
lsc1m004-fa03-20190903-0148-e91 5.0125 4.0278 2.782 1.093 rp 159 58730.1067817 18.58190 0.015 0.027
lsc1m004-fa03-20190903-0149-e91 5.0125 4.0278 2.782 1.088 rp 159 58730.1089423 18.60090 0.015 0.027
lsc1m004-fa03-20190903-0179-e91 5.0125 4.0279 2.790 1.036 rp 159 58730.1461319 18.65935 0.014 0.021
lsc1m004-fa03-20190903-0180-e91 5.0125 4.0279 2.790 1.035 rp 159 58730.1482938 18.67625 0.014 0.023
lsc1m004-fa03-20190903-0181-e91 5.0125 4.0279 2.791 1.034 rp 160 58730.1504494 18.66510 0.014 0.023
lsc1m004-fa03-20190903-0200-e91 5.0124 4.0280 2.799 1.041 rp 160 58730.1900445 18.77300 0.015 0.027
lsc1m004-fa03-20190903-0201-e91 5.0124 4.0280 2.799 1.043 rp 159 58730.1922003 18.76640 0.015 0.028
lsc1m009-fa04-20190903-0178-e91 5.0124 4.0281 2.800 1.045 rp 159 58730.1942841 18.73720 0.013 0.109
lsc1m004-fa03-20190903-0202-e91 5.0124 4.0281 2.800 1.045 rp 159 58730.1943707 18.76540 0.015 0.026
lsc1m009-fa04-20190903-0179-e91 5.0124 4.0281 2.800 1.047 rp 159 58730.1964364 18.78475 0.013 0.106
lsc1m009-fa04-20190903-0180-e91 5.0124 4.0281 2.800 1.050 rp 159 58730.1985955 18.78425 0.013 0.109
lsc1m009-fa04-20190903-0224-e91 5.0124 4.0282 2.810 1.146 rp 159 58730.2432585 18.78230 0.014 0.065
lsc1m004-fa03-20190903-0242-e91 5.0124 4.0282 2.810 1.146 rp 159 58730.2434488 18.80550 0.015 0.033
lsc1m009-fa04-20190903-0225-e91 5.0124 4.0282 2.810 1.153 rp 159 58730.2454259 18.79700 0.015 0.074
lsc1m004-fa03-20190903-0243-e91 5.0124 4.0282 2.810 1.154 rp 160 58730.2456082 18.80920 0.016 0.032
lsc1m009-fa04-20190903-0226-e91 5.0124 4.0282 2.811 1.160 rp 159 58730.2475703 18.81220 0.014 0.085
lsc1m004-fa03-20190903-0244-e91 5.0124 4.0282 2.811 1.161 rp 160 58730.2477737 18.81480 0.015 0.034
lsc1m004-fa03-20190903-0265-e91 5.0124 4.0283 2.815 1.261 rp 159 58730.2711128 18.84760 0.018 0.034
lsc1m009-fa04-20190903-0247-e91 5.0124 4.0283 2.815 1.261 rp 160 58730.2712406 18.76660 0.016 0.082
lsc1m004-fa03-20190903-0266-e91 5.0124 4.0283 2.816 1.272 rp 159 58730.2732689 18.82040 0.020 0.034
lsc1m009-fa04-20190903-0248-e91 5.0124 4.0283 2.816 1.273 rp 159 58730.2733963 18.76960 0.017 0.063
lsc1m004-fa03-20190903-0267-e91 5.0124 4.0283 2.816 1.283 rp 159 58730.2754248 18.79690 0.018 0.034
lsc1m009-fa04-20190903-0249-e91 5.0124 4.0283 2.816 1.284 rp 159 58730.2755442 18.79980 0.017 0.061
lsc1m004-fa03-20190903-0291-e91 5.0124 4.0284 2.824 1.567 rp 160 58730.3128048 18.74280 0.017 0.037
lsc1m004-fa03-20190903-0292-e91 5.0124 4.0284 2.824 1.590 rp 159 58730.3149684 18.68560 0.016 0.036
lsc1m004-fa03-20190903-0293-e91 5.0124 4.0285 2.825 1.614 rp 159 58730.3171317 18.67990 0.017 0.039
lsc1m004-fa03-20190903-0294-e91 5.0124 4.0285 2.825 1.652 rp 160 58730.3204472 18.65900 0.016 0.034
lsc1m004-fa03-20190903-0295-e91 5.0124 4.0285 2.826 1.678 rp 159 58730.3226133 18.70580 0.017 0.035
lsc1m004-fa03-20190903-0296-e91 5.0124 4.0285 2.826 1.705 rp 159 58730.3247715 18.68540 0.017 0.035
elp1m008-fa05-20190903-0184-e91 5.0123 4.0286 2.833 1.869 rp 159 58730.3544161 18.61170 0.019 0.071
elp1m008-fa05-20190903-0185-e91 5.0123 4.0286 2.833 1.892 rp 160 58730.3565607 18.56500 0.019 0.064
elp1m008-fa05-20190903-0186-e91 5.0123 4.0286 2.833 1.916 rp 159 58730.3587168 18.63790 0.020 0.060
coj1m011-fa12-20190904-0106-e91 5.0122 4.0290 2.861 1.093 rp 159 58730.4967574 18.47625 0.013 0.024
coj1m011-fa12-20190904-0107-e91 5.0122 4.0290 2.861 1.089 rp 159 58730.4989156 18.47640 0.014 0.030
coj1m011-fa12-20190904-0108-e91 5.0122 4.0290 2.862 1.084 rp 159 58730.5010736 18.49050 0.013 0.030
coj1m011-fa12-20190904-0110-e91 5.0122 4.0290 2.863 1.074 rp 159 58730.5068252 18.51000 0.013 0.031
coj1m011-fa12-20190904-0111-e91 5.0122 4.0290 2.863 1.070 rp 159 58730.5089929 18.48015 0.013 0.028
coj1m011-fa12-20190904-0112-e91 5.0122 4.0291 2.864 1.067 rp 159 58730.5111489 18.49760 0.013 0.026
lsc1m005-fa15-20190904-0068-e91 5.0119 4.0307 2.963 1.737 rp 159 58731.0002139 18.51170 0.022 0.052
lsc1m005-fa15-20190904-0069-e91 5.0119 4.0307 2.963 1.708 rp 159 58731.0023717 18.48150 0.027 0.062
lsc1m005-fa15-20190904-0070-e91 5.0119 4.0307 2.964 1.681 rp 159 58731.0045276 18.51010 0.023 0.058
lsc1m004-fa03-20190904-0048-e91 5.0118 4.0308 2.970 1.391 rp 159 58731.0350314 18.51095 0.018 0.034
lsc1m004-fa03-20190904-0049-e91 5.0118 4.0308 2.970 1.376 rp 159 58731.0371873 18.52870 0.019 0.032
lsc1m004-fa03-20190904-0050-e91 5.0118 4.0308 2.971 1.361 rp 159 58731.0393433 18.56705 0.021 0.035
lsc1m004-fa03-20190904-0051-e91 5.0118 4.0308 2.972 1.332 rp 159 58731.0438294 18.60870 0.022 0.039
lsc1m004-fa03-20190904-0052-e91 5.0118 4.0308 2.972 1.318 rp 159 58731.0459855 18.58710 0.021 0.037
lsc1m004-fa03-20190904-0053-e91 5.0118 4.0308 2.973 1.305 rp 159 58731.0481417 18.56375 0.020 0.035
lsc1m005-fa15-20190904-0081-e91 5.0118 4.0310 2.987 1.068 rp 159 58731.1159592 18.60730 0.018 0.051
lsc1m005-fa15-20190904-0082-e91 5.0118 4.0311 2.987 1.065 rp 159 58731.1181270 18.65555 0.019 0.046
lsc1m005-fa15-20190904-0083-e91 5.0118 4.0311 2.987 1.061 rp 159 58731.1202808 18.64610 0.019 0.053
elp1m008-fa05-20190904-0087-e91 5.0117 4.0313 3.002 1.625 rp 160 58731.1889012 18.81580 0.022 0.044
elp1m008-fa05-20190904-0088-e91 5.0117 4.0313 3.002 1.613 rp 159 58731.1910520 18.85080 0.022 0.042
elp1m008-fa05-20190904-0089-e91 5.0117 4.0313 3.003 1.602 rp 159 58731.1932096 18.81480 0.021 0.039
lsc1m004-fa03-20190904-0302-e91 5.0117 4.0316 3.019 1.297 rp 159 58731.2747546 18.68890 0.035 0.065
lsc1m005-fa15-20190905-0136-e91 5.0110 4.0350 3.214 1.130 rp 159 58732.2321252 18.69425 0.063 0.090
lsc1m005-fa15-20190905-0137-e91 5.0110 4.0350 3.214 1.136 rp 159 58732.2342806 18.73645 0.043 0.060
elp1m008-fa05-20190905-0121-e91 5.0109 4.0352 3.224 1.495 rp 159 58732.2811736 18.61610 0.051 0.074
elp1m008-fa05-20190905-0122-e91 5.0109 4.0352 3.224 1.500 rp 160 58732.2833296 18.57130 0.041 0.062
elp1m008-fa05-20190905-0123-e91 5.0109 4.0352 3.225 1.505 rp 159 58732.2854855 18.51205 0.037 0.059
elp1m008-fa05-20190905-0142-e91 5.0109 4.0353 3.231 1.612 rp 160 58732.3136073 18.53080 0.046 0.091
lsc1m009-fa04-20190919-0213-e91 5.0009 4.1142 5.955 1.722 rp 199 58746.2781886 18.64170 0.020 0.100
lsc1m009-fa04-20190919-0214-e91 5.0009 4.1142 5.955 1.757 rp 199 58746.2808084 18.67930 0.022 0.089
lsc1m009-fa04-20190919-0215-e91 5.0009 4.1142 5.956 1.794 rp 199 58746.2834400 18.59700 0.020 0.096
coj1m011-fa12-20190920-0064-e91 5.0008 4.1153 5.983 1.124 rp 199 58746.4344453 18.95790 0.032 0.049
coj1m011-fa12-20190920-0065-e91 5.0008 4.1153 5.983 1.117 rp 199 58746.4370675 18.90950 0.023 0.042
coj1m011-fa12-20190920-0066-e91 5.0008 4.1154 5.984 1.110 rp 199 58746.4397013 19.00410 0.021 0.036
coj1m011-fa12-20190920-0082-e91 5.0007 4.1159 5.996 1.033 rp 199 58746.5072793 18.94555 0.033 0.054
coj1m011-fa12-20190920-0083-e91 5.0007 4.1159 5.997 1.033 rp 200 58746.5099017 19.03605 0.028 0.044
coj1m011-fa12-20190920-0084-e91 5.0007 4.1159 5.997 1.034 rp 200 58746.5125239 18.90280 0.071 0.097
cpt1m012-fa06-20190920-0084-e91 5.0005 4.1187 6.063 1.042 rp 199 58746.8754573 18.76555 0.017 0.070
cpt1m012-fa06-20190920-0085-e91 5.0005 4.1187 6.064 1.044 rp 199 58746.8780791 18.75560 0.016 0.078
cpt1m012-fa06-20190920-0086-e91 5.0005 4.1187 6.064 1.045 rp 199 58746.8806993 18.81080 0.019 0.065
cpt1m010-fa16-20190920-0210-e91 5.0004 4.1195 6.084 1.391 rp 200 58746.9867778 19.02810 0.036 0.072
cpt1m010-fa16-20190920-0211-e91 5.0004 4.1195 6.084 1.410 rp 200 58746.9893995 18.97000 0.034 0.071
cpt1m010-fa16-20190920-0212-e91 5.0004 4.1196 6.085 1.429 rp 200 58746.9920090 18.93300 0.030 0.075
lsc1m004-fa03-20190920-0057-e91 5.0004 4.1199 6.093 1.123 rp 199 58747.0421347 18.82405 0.016 0.027
lsc1m004-fa03-20190920-0058-e91 5.0004 4.1199 6.094 1.115 rp 200 58747.0447470 18.86170 0.017 0.026
lsc1m004-fa03-20190920-0059-e91 5.0004 4.1200 6.094 1.108 rp 199 58747.0473783 18.83045 0.016 0.029
lsc1m004-fa03-20190920-0104-e91 5.0003 4.1206 6.109 1.030 rp 199 58747.1252918 18.64530 0.014 0.024
lsc1m004-fa03-20190920-0105-e91 5.0003 4.1206 6.109 1.031 rp 199 58747.1279234 18.59750 0.013 0.028
lsc1m004-fa03-20190920-0106-e91 5.0003 4.1206 6.110 1.033 rp 199 58747.1305548 18.62470 0.012 0.025
lsc1m005-fa15-20190920-0187-e91 5.0002 4.1215 6.131 1.430 rp 199 58747.2467714 18.66920 0.021 0.040
lsc1m005-fa15-20190920-0188-e91 5.0002 4.1215 6.131 1.451 rp 200 58747.2493833 18.63940 0.020 0.040
lsc1m005-fa15-20190920-0189-e91 5.0002 4.1216 6.132 1.474 rp 199 58747.2520100 18.65195 0.023 0.050
lsc1m009-fa04-20190921-0076-e91 4.9997 4.1276 6.270 1.164 rp 200 58748.0261345 18.73645 0.017 0.042
lsc1m009-fa04-20190921-0077-e91 4.9997 4.1276 6.271 1.155 rp 199 58748.0287601 18.71210 0.017 0.040
lsc1m009-fa04-20190921-0078-e91 4.9997 4.1276 6.271 1.146 rp 200 58748.0313854 18.72305 0.016 0.052
lsc1m005-fa15-20190921-0078-e91 4.9996 4.1278 6.276 1.080 rp 199 58748.0565022 18.70410 0.015 0.028
lsc1m005-fa15-20190921-0079-e91 4.9996 4.1279 6.276 1.075 rp 200 58748.0591220 18.70000 0.016 0.027
lsc1m005-fa15-20190921-0080-e91 4.9996 4.1279 6.277 1.070 rp 200 58748.0617417 18.68765 0.015 0.029
lsc1m009-fa04-20190921-0105-e91 4.9996 4.1280 6.278 1.056 rp 199 58748.0703376 18.63190 0.015 0.046
lsc1m009-fa04-20190921-0106-e91 4.9996 4.1280 6.279 1.053 rp 199 58748.0729556 18.61535 0.014 0.063
lsc1m009-fa04-20190921-0107-e91 4.9996 4.1280 6.279 1.049 rp 200 58748.0755647 18.60570 0.014 0.060
lsc1m004-fa03-20190921-0193-e91 4.9996 4.1285 6.290 1.038 rp 199 58748.1346440 18.55150 0.013 0.033
lsc1m004-fa03-20190921-0194-e91 4.9996 4.1285 6.290 1.040 rp 199 58748.1372697 18.62060 0.013 0.029
lsc1m004-fa03-20190921-0195-e91 4.9996 4.1285 6.291 1.042 rp 199 58748.1398899 18.59810 0.013 0.033
lsc1m004-fa03-20190921-0225-e91 4.9995 4.1291 6.304 1.229 rp 199 58748.2109584 18.56095 0.013 0.027
lsc1m004-fa03-20190921-0226-e91 4.9995 4.1291 6.304 1.241 rp 199 58748.2135789 18.57120 0.013 0.032
lsc1m004-fa03-20190921-0227-e91 4.9995 4.1291 6.305 1.254 rp 199 58748.2161981 18.60620 0.013 0.033
coj1m011-fa12-20190922-0087-e91 4.9993 4.1311 6.350 1.046 rp 199 58748.4710598 18.87150 0.015 0.029
coj1m011-fa12-20190922-0088-e91 4.9993 4.1312 6.350 1.043 rp 200 58748.4736938 18.86420 0.015 0.029
coj1m011-fa12-20190922-0089-e91 4.9993 4.1312 6.351 1.041 rp 199 58748.4763161 18.89235 0.015 0.030
coj1m011-fa12-20190922-0137-e91 4.9993 4.1320 6.368 1.132 rp 200 58748.5718074 18.64065 0.012 0.027
coj1m011-fa12-20190922-0138-e91 4.9993 4.1320 6.368 1.140 rp 199 58748.5744272 18.63350 0.012 0.025
coj1m011-fa12-20190922-0139-e91 4.9993 4.1320 6.369 1.148 rp 199 58748.5770468 18.66970 0.012 0.026
coj1m011-fa12-20190922-0156-e91 4.9992 4.1324 6.378 1.384 rp 199 58748.6252329 18.62905 0.013 0.026
coj1m011-fa12-20190922-0157-e91 4.9992 4.1324 6.378 1.403 rp 200 58748.6278553 18.60365 0.013 0.028
coj1m011-fa12-20190922-0158-e91 4.9992 4.1324 6.378 1.422 rp 200 58748.6304775 18.64660 0.014 0.028
cpt1m013-fa14-20190922-0068-e91 4.9991 4.1336 6.403 1.167 rp 144 58748.7712729 19.03500 0.078 0.149
lsc1m004-fa03-20190922-0145-e91 4.9988 4.1376 6.489 1.581 rp 200 58749.2573604 18.87520 0.021 0.039
lsc1m004-fa03-20190922-0146-e91 4.9988 4.1376 6.490 1.609 rp 199 58749.2599767 18.90940 0.023 0.033
lsc1m004-fa03-20190922-0147-e91 4.9988 4.1376 6.490 1.639 rp 199 58749.2625912 18.84915 0.020 0.033
cpt1m013-fa14-20190923-0068-e91 4.9984 4.1420 6.582 1.101 rp 200 58749.7918230 18.91680 0.015 0.057
cpt1m013-fa14-20190923-0069-e91 4.9984 4.1420 6.583 1.095 rp 200 58749.7944352 18.92900 0.014 0.066
cpt1m013-fa14-20190923-0070-e91 4.9984 4.1420 6.583 1.090 rp 200 58749.7970591 18.90980 0.015 0.078
cpt1m013-fa14-20190923-0087-e91 4.9983 4.1427 6.597 1.048 rp 200 58749.8752117 18.96650 0.015 0.112
cpt1m013-fa14-20190923-0088-e91 4.9983 4.1427 6.598 1.050 rp 200 58749.8778298 18.93550 0.014 0.108
cpt1m013-fa14-20190923-0089-e91 4.9983 4.1427 6.598 1.053 rp 200 58749.8804471 18.92740 0.014 0.114
cpt1m012-fa06-20190923-0126-e91 4.9982 4.1438 6.620 1.659 rp 199 58750.0073468 18.61750 0.013 0.040
cpt1m012-fa06-20190923-0127-e91 4.9982 4.1438 6.621 1.690 rp 199 58750.0099664 18.59330 0.013 0.040
cpt1m012-fa06-20190923-0128-e91 4.9982 4.1438 6.621 1.723 rp 200 58750.0125861 18.59925 0.013 0.037
lsc1m005-fa15-20190923-0094-e91 4.9982 4.1441 6.626 1.099 rp 199 58750.0421022 18.59240 0.012 0.039
lsc1m005-fa15-20190923-0095-e91 4.9982 4.1441 6.626 1.093 rp 199 58750.0447177 18.63215 0.012 0.038
lsc1m005-fa15-20190923-0096-e91 4.9982 4.1441 6.627 1.087 rp 199 58750.0473408 18.59385 0.012 0.035
elp1m008-fa05-20190923-0118-e91 4.9981 4.1456 6.658 1.507 rp 199 58750.2249194 18.89030 0.022 0.042
elp1m008-fa05-20190923-0119-e91 4.9981 4.1456 6.659 1.513 rp 199 58750.2275378 18.89925 0.021 0.034
elp1m008-fa05-20190923-0120-e91 4.9981 4.1457 6.659 1.519 rp 199 58750.2301551 18.87580 0.020 0.038
coj1m011-fa12-20190924-0200-e91 4.9978 4.1492 6.731 1.657 rp 199 58750.6491754 18.96120 0.080 0.121
coj1m011-fa12-20190924-0201-e91 4.9978 4.1493 6.732 1.688 rp 200 58750.6517978 18.84380 0.039 0.063
cpt1m012-fa06-20190924-0067-e91 4.9977 4.1503 6.753 1.135 rp 199 58750.7755353 18.97690 0.015 0.043
cpt1m012-fa06-20190924-0068-e91 4.9977 4.1503 6.753 1.127 rp 199 58750.7781559 18.94160 0.014 0.046
cpt1m012-fa06-20190924-0069-e91 4.9977 4.1503 6.753 1.120 rp 199 58750.7807755 18.95820 0.014 0.055
lsc1m005-fa15-20190924-0118-e91 4.9975 4.1530 6.806 1.033 rp 199 58751.0836284 18.72700 0.018 0.032
lsc1m005-fa15-20190924-0119-e91 4.9975 4.1530 6.806 1.031 rp 199 58751.0862495 18.75230 0.018 0.037
lsc1m005-fa15-20190924-0120-e91 4.9975 4.1530 6.806 1.030 rp 199 58751.0888712 18.71830 0.018 0.040
lsc1m004-fa03-20190924-0146-e91 4.9974 4.1536 6.818 1.076 rp 199 58751.1537828 18.88790 0.020 0.034
lsc1m004-fa03-20190924-0147-e91 4.9974 4.1536 6.818 1.081 rp 199 58751.1564002 18.87790 0.020 0.032
lsc1m004-fa03-20190924-0148-e91 4.9974 4.1536 6.819 1.087 rp 199 58751.1590126 18.91305 0.018 0.029
lsc1m005-fa15-20190924-0213-e91 4.9973 4.1545 6.835 1.628 rp 200 58751.2557835 19.06290 0.021 0.038
lsc1m005-fa15-20190924-0214-e91 4.9973 4.1545 6.836 1.659 rp 200 58751.2584042 19.10900 0.022 0.037
lsc1m005-fa15-20190924-0215-e91 4.9973 4.1545 6.836 1.691 rp 200 58751.2610382 19.04845 0.021 0.038
coj1m011-fa12-20190925-0083-e91 4.9972 4.1561 6.867 1.073 rp 199 58751.4415911 18.70070 0.015 0.030
coj1m011-fa12-20190925-0084-e91 4.9972 4.1561 6.867 1.069 rp 199 58751.4442248 18.71435 0.018 0.033
coj1m011-fa12-20190925-0085-e91 4.9972 4.1561 6.868 1.065 rp 199 58751.4468470 18.72290 0.018 0.035
coj1m011-fa12-20190925-0094-e91 4.9972 4.1563 6.871 1.039 rp 199 58751.4690910 18.66860 0.015 0.032
coj1m011-fa12-20190925-0095-e91 4.9972 4.1563 6.872 1.038 rp 200 58751.4717115 18.66330 0.015 0.031
coj1m011-fa12-20190925-0096-e91 4.9972 4.1564 6.872 1.036 rp 200 58751.4743428 18.74770 0.020 0.037
coj1m011-fa12-20190925-0136-e91 4.9971 4.1570 6.885 1.097 rp 199 58751.5497870 18.73135 0.015 0.029
coj1m011-fa12-20190925-0137-e91 4.9971 4.1570 6.886 1.104 rp 199 58751.5524093 18.68070 0.016 0.033
coj1m011-fa12-20190925-0138-e91 4.9971 4.1571 6.886 1.110 rp 199 58751.5550433 18.74450 0.016 0.030
cpt1m010-fa16-20190925-0070-e91 4.9970 4.1590 6.924 1.122 rp 200 58751.7771375 19.04370 0.016 0.077
cpt1m010-fa16-20190925-0071-e91 4.9970 4.1590 6.924 1.115 rp 200 58751.7797573 19.03835 0.016 0.075
cpt1m010-fa16-20190925-0072-e91 4.9970 4.1591 6.925 1.109 rp 200 58751.7823768 19.04230 0.015 0.090
cpt1m013-fa14-20190925-0074-e91 4.9970 4.1591 6.926 1.088 rp 200 58751.7918860 18.96750 0.015 0.119
cpt1m013-fa14-20190925-0075-e91 4.9970 4.1592 6.927 1.083 rp 200 58751.7945036 19.01680 0.016 0.104
cpt1m013-fa14-20190925-0076-e91 4.9970 4.1592 6.927 1.078 rp 200 58751.7971207 18.99435 0.016 0.103
cpt1m013-fa14-20190925-0101-e91 4.9969 4.1600 6.942 1.063 rp 200 58751.8832877 18.75470 0.013 0.119
cpt1m013-fa14-20190925-0102-e91 4.9969 4.1600 6.942 1.067 rp 200 58751.8859164 18.77020 0.013 0.109
cpt1m013-fa14-20190925-0103-e91 4.9969 4.1600 6.943 1.071 rp 200 58751.8885422 18.76510 0.013 0.110
